LineNum,Total.Count,Brand Name,Brand.Name.NumSyllables ,Count,Generic Name,Generic.Name.NumSyllables,Count2,NewRatio,Type,RatioForSort,Category,Patient,Category2,proportion,CI.lowerbound,CI.upperbound,Ratio.upperbound,Ratio.lowerbound,Generic Cost,Trademark cost,ApprovalDate,OnPatent,AverageWholeSaleUnitPrice,ColorText,,
1,281,Diuril,2,167,Chlorothiazide,5,114,1.464912281,Overall,1.464912281,Diuretic,0,Heart Failure,0.40569395,0.348281345,0.463106555,1.871241925,1.159330264,3.57,,1/1/1982,0,0.1681,1,,
1,281,Diuril,2,167,Chlorothiazide,5,114,0.583333333,Pharmacy,1.464912281,Diuretic,0,Heart Failure,0.40569395,0.348281345,0.463106555,1.871241925,1.159330264,3.57,,1/1/1982,0,0.1681,1,,
1,239,Inderal,3,63,Propranolol,4,176,0.653061224,Nursing,0.357954545,BB,0,Heart Failure,0.736401674,0.680543616,0.792259731,0.469413534,0.262212329,6.65,,1/1/1982,0,0.37895,1,,
1,239,Inderal,3,63,Propranolol,4,176,0.357954545,Overall,0.357954545,BB,0,Heart Failure,0.736401674,0.680543616,0.792259731,0.469413534,0.262212329,6.65,,1/1/1982,0,0.37895,1,,
1,239,Inderal,3,63,Propranolol,4,176,0.04,Pharmacy,0.357954545,BB,0,Heart Failure,0.736401674,0.680543616,0.792259731,0.469413534,0.262212329,6.65,,1/1/1982,0,0.37895,1,,
1,265,Tenormin,3,6,Atenolol,4,259,0.021276596,Nursing,0.023166023,BB,0,Heart Failure,0.977358491,0.959447782,0.995269199,0.042266206,0.004753288,#N/A,#N/A,1/1/1982,0,1.26826,1,,
1,265,Tenormin,3,6,Atenolol,4,259,0.023166023,Overall,0.023166023,BB,0,Heart Failure,0.977358491,0.959447782,0.995269199,0.042266206,0.004753288,#N/A,#N/A,1/1/1982,0,1.26826,1,,
1,265,Tenormin,3,6,Atenolol,4,259,0,Pharmacy,0.023166023,BB,0,Heart Failure,0.977358491,0.959447782,0.995269199,0.042266206,0.004753288,#N/A,#N/A,1/1/1982,0,1.26826,1,,
1,267,Lanoxin,3,2,Digoxin,3,265,0.030769231,Nursing,0.00754717,Antiarrythmic,0,Arrythmia,0.992509363,0.982166826,1.002851901,0.018156971,-0.002843791,14.83333333,,1/1/1982,0,0.0276,1,,
1,267,Lanoxin,3,2,Digoxin,3,265,0.00754717,Overall,0.00754717,Antiarrythmic,0,Arrythmia,0.992509363,0.982166826,1.002851901,0.018156971,-0.002843791,14.83333333,,1/1/1982,0,0.0276,1,,
1,267,Lanoxin,3,2,Digoxin,3,265,0,Pharmacy,0.00754717,Antiarrythmic,0,Arrythmia,0.992509363,0.982166826,1.002851901,0.018156971,-0.002843791,14.83333333,,1/1/1982,0,0.0276,1,,
1,497,Aldactone,3,229,Spironolactone,5,268,1.584615385,Nursing,0.854477612,Diuretic,0,Heart Failure,0.539235412,0.495411956,0.583058869,1.018522136,0.715092684,11.91666667,,1/1/1982,0,3.0486,1,,
1,497,Aldactone,3,229,Spironolactone,5,268,0.854477612,Overall,0.854477612,Diuretic,0,Heart Failure,0.539235412,0.495411956,0.583058869,1.018522136,0.715092684,11.91666667,,1/1/1982,0,3.0486,1,,
1,497,Aldactone,3,229,Spironolactone,5,268,0.246031746,Pharmacy,0.854477612,Diuretic,0,Heart Failure,0.539235412,0.495411956,0.583058869,1.018522136,0.715092684,11.91666667,,1/1/1982,0,3.0486,1,,
1,4985,Lasix,2,4714,Furosemide,4,271,42.5,Nursing,17.39483395,Diuretic,0,Heart Failure,0.054363089,0.04806893,0.060657249,19.80345891,15.48607571,1.188888889,0,1/1/1982,0,0.0498,1,,
1,4985,Lasix,2,4714,Furosemide,4,271,17.39483395,Overall,17.39483395,Diuretic,0,Heart Failure,0.054363089,0.04806893,0.060657249,19.80345891,15.48607571,1.188888889,0,1/1/1982,0,0.0498,1,,
1,4985,Lasix,2,4714,Furosemide,4,271,3.047945205,Pharmacy,17.39483395,Diuretic,0,Heart Failure,0.054363089,0.04806893,0.060657249,19.80345891,15.48607571,1.188888889,0,1/1/1982,0,0.0498,1,,
1,294,Hydrodiuril,4,11,Hydrochlorothiazide,7,283,0.1,Nursing,0.038869258,Diuretic,0,Heart Failure,0.962585034,0.940891783,0.984278285,0.062821483,0.015972836,4.16,10.96,1/1/1982,0,0.2545,1,,
1,294,Hydrodiuril,4,11,Hydrochlorothiazide,7,283,0.038869258,Overall,0.038869258,Diuretic,0,Heart Failure,0.962585034,0.940891783,0.984278285,0.062821483,0.015972836,4.16,10.96,1/1/1982,0,0.2545,1,,
1,294,Hydrodiuril,4,11,Hydrochlorothiazide,7,283,0,Pharmacy,0.038869258,Diuretic,0,Heart Failure,0.962585034,0.940891783,0.984278285,0.062821483,0.015972836,4.16,10.96,1/1/1982,0,0.2545,1,,
1,2320,Coumadin,3,612,Warfarin,3,1708,2.053763441,Nursing,0.358313817,Anticoagulant,0,Arrythmia,0.736206897,0.718274277,0.754139516,0.392225828,0.326014588,0.62,,1/1/1982,0,2.681,1,,
1,2320,Coumadin,3,612,Warfarin,3,1708,0.358313817,Overall,0.358313817,Anticoagulant,0,Arrythmia,0.736206897,0.718274277,0.754139516,0.392225828,0.326014588,0.62,,1/1/1982,0,2.681,1,,
1,2320,Coumadin,3,612,Warfarin,3,1708,0.058404558,Pharmacy,0.358313817,Anticoagulant,0,Arrythmia,0.736206897,0.718274277,0.754139516,0.392225828,0.326014588,0.62,,1/1/1982,0,2.681,1,,
1,2937,Toprol/Lopressor,2.5,365,Metoprolol,4,2572,0.139169473,Nursing,0.141912908,BB,0,Heart Failure,0.875723527,0.863792384,0.887654671,0.157685595,0.126564229,3.46,,1/1/1982,0,2.39352,1,,
1,2937,Toprol/Lopressor,2.5,365,Metoprolol,4,2572,0.141912908,Overall,0.141912908,BB,0,Heart Failure,0.875723527,0.863792384,0.887654671,0.157685595,0.126564229,3.46,,1/1/1982,0,2.39352,1,,
1,2937,Toprol/Lopressor,2.5,365,Metoprolol,4,2572,0.185031185,Pharmacy,0.141912908,BB,0,Heart Failure,0.875723527,0.863792384,0.887654671,0.157685595,0.126564229,3.46,,1/1/1982,0,2.39352,1,,
1,2882,Apresoline,4,6,Hydralazine,4,2876,0.001658375,Nursing,0.002086231,Vasodilator,0,Heart Failure,0.997918112,0.99625399,0.999582234,0.003760095,0.00041794,0.5,2.5,1/1/1982,0,0.4113,1,,
1,2882,Apresoline,4,6,Hydralazine,4,2876,0.002086231,Overall,0.002086231,Vasodilator,0,Heart Failure,0.997918112,0.99625399,0.999582234,0.003760095,0.00041794,0.5,2.5,1/1/1982,0,0.4113,1,,
1,2882,Apresoline,4,6,Hydralazine,4,2876,0,Pharmacy,0.002086231,Vasodilator,0,Heart Failure,0.997918112,0.99625399,0.999582234,0.003760095,0.00041794,0.5,2.5,1/1/1982,0,0.4113,1,,
